Datum;Zeit;Kohlendioxid (CO2)[mg/m³];Temperatur[°C];Luftdruck[hPa]
30.12.2019;02:00;804;-1,8;1037
30.12.2019;03:00;798;-1,6;1037
30.12.2019;04:00;805;-1,5;1036
30.12.2019;05:00;803;-1,6;1036
30.12.2019;06:00;814;-2,2;1036
30.12.2019;07:00;823;-2,3;1036
30.12.2019;08:00;857;-3,1;1036
30.12.2019;09:00;841;-3,5;1035
30.12.2019;10:00;820;-1,4;1035
30.12.2019;11:00;805;0,1;1035
30.12.2019;12:00;802;0,9;1035
30.12.2019;13:00;802;1,6;1034
30.12.2019;14:00;806;2,0;1034
30.12.2019;15:00;818;2,3;1033
30.12.2019;16:00;832;2,0;1032
30.12.2019;17:00;838;2,0;1032
30.12.2019;18:00;843;1,3;1032
30.12.2019;19:00;876;1,2;1031
30.12.2019;20:00;893;0,2;1031
30.12.2019;21:00;879;-0,5;1031
30.12.2019;22:00;874;-1,4;1031
30.12.2019;23:00;875;-2,2;1031
30.12.2019;24:00;916;-3,0;1031
31.12.2019;01:00;910;-3,0;1030
31.12.2019;02:00;891;-2,8;1030
31.12.2019;03:00;886;-3,2;1030
31.12.2019;04:00;866;-2,8;1030
31.12.2019;05:00;847;-2,8;1030
31.12.2019;06:00;857;-2,9;1030
31.12.2019;07:00;854;-2,7;1032
31.12.2019;08:00;856;-2,4;1032
31.12.2019;09:00;860;-2,0;1032
31.12.2019;10:00;855;-1,5;1034
31.12.2019;11:00;860;-1,0;1034
31.12.2019;12:00;860;-0,2;1034
31.12.2019;13:00;857;0,0;1034
31.12.2019;14:00;849;1,0;1034
31.12.2019;15:00;855;0,8;1034
31.12.2019;16:00;855;1,4;1034
31.12.2019;17:00;861;1,0;1035
31.12.2019;18:00;879;0,6;1036
31.12.2019;19:00;906;0,4;1036
31.12.2019;20:00;915;0,4;1036
31.12.2019;21:00;931;0,0;1036
31.12.2019;22:00;915;-0,0;1037
31.12.2019;23:00;919;-0,5;1036
31.12.2019;24:00;935;-1,3;1036
01.01.2020;01:00;931;-2,4;1036
01.01.2020;02:00;948;-3,0;1036
01.01.2020;03:00;964;-2,8;1036
01.01.2020;04:00;920;-2,9;1035
01.01.2020;05:00;915;-3,2;1035
01.01.2020;06:00;911;-3,4;1035
01.01.2020;07:00;904;-3,6;1035
01.01.2020;08:00;887;-3,5;1035
01.01.2020;09:00;889;-3,8;1035
01.01.2020;10:00;880;-4,0;1036
01.01.2020;11:00;866;-3,8;1036
01.01.2020;12:00;873;-2,8;1036
01.01.2020;13:00;862;-2,2;1034
01.01.2020;14:00;858;-1,8;1034
01.01.2020;15:00;852;-1,5;1033
01.01.2020;16:00;873;-1,8;1033
01.01.2020;17:00;882;-2,4;1033
01.01.2020;18:00;890;-3,2;1033
01.01.2020;19:00;898;-3,8;1033
01.01.2020;20:00;918;-4,8;1033
01.01.2020;21:00;932;-5,1;1033
01.01.2020;22:00;970;-4,7;1032
01.01.2020;23:00;953;-4,9;1032
01.01.2020;24:00;964;-5,3;1032
02.01.2020;01:00;951;-5,6;1032
02.01.2020;02:00;946;-5,6;1031
02.01.2020;03:00;948;-5,4;1031
02.01.2020;04:00;956;-5,7;1030
02.01.2020;05:00;928;-5,2;1030
02.01.2020;06:00;920;-4,6;1030
02.01.2020;07:00;908;-3,8;1030
02.01.2020;08:00;880;-3,4;1030
02.01.2020;09:00;844;-2,4;1030
02.01.2020;10:00;847;-2,4;1031
02.01.2020;11:00;822;-1,8;1031
02.01.2020;12:00;828;-1,4;1030
02.01.2020;13:00;824;-1,1;1030
02.01.2020;14:00;826;-0,8;1028
02.01.2020;15:00;831;-0,6;1028
02.01.2020;16:00;822;-0,5;1028
02.01.2020;17:00;825;-0,4;1027
02.01.2020;18:00;835;-0,2;1027
02.01.2020;19:00;849;-0,1;1027
02.01.2020;20:00;843;-0,1;1027
02.01.2020;21:00;848;0,1;1027
02.01.2020;22:00;844;0,4;1026
02.01.2020;23:00;837;0,8;1026
02.01.2020;24:00;835;1,0;1026
03.01.2020;01:00;837;1,1;1025
03.01.2020;02:00;829;1,2;1024
03.01.2020;03:00;817;1,3;1024
03.01.2020;04:00;807;1,6;1023
03.01.2020;05:00;783;2,4;1022
03.01.2020;06:00;778;2,8;1022
03.01.2020;07:00;789;2,6;1022
03.01.2020;08:00;798;3,0;1022
03.01.2020;09:00;798;3,1;1021
03.01.2020;10:00;784;3,8;1021
03.01.2020;11:00;795;3,8;1021
03.01.2020;12:00;762;6,0;1020
03.01.2020;13:00;760;5,8;1020
03.01.2020;14:00;767;5,4;1020
03.01.2020;15:00;759;6,2;1020
03.01.2020;16:00;745;7,8;1020
03.01.2020;17:00;744;8,2;1020
03.01.2020;18:00;743;8,4;1020
03.01.2020;19:00;742;8,4;1020
03.01.2020;20:00;743;8,4;1021
03.01.2020;21:00;742;8,4;1022
03.01.2020;22:00;744;8,1;1022
03.01.2020;23:00;748;7,8;1024
03.01.2020;24:00;738;6,4;1026
04.01.2020;01:00;740;5,1;1027
04.01.2020;02:00;750;3,8;1028
04.01.2020;03:00;754;2,8;1028
04.01.2020;04:00;752;2,9;1028
04.01.2020;05:00;760;1,5;1028
04.01.2020;06:00;775;1,0;1029
04.01.2020;07:00;781;1,5;1029
04.01.2020;08:00;757;3,2;1029
04.01.2020;09:00;751;3,8;1029
04.01.2020;10:00;751;4,0;1029
04.01.2020;11:00;749;4,2;1029
04.01.2020;12:00;746;4,6;1029
04.01.2020;13:00;743;4,7;1029
04.01.2020;14:00;743;4,6;1028
04.01.2020;15:00;745;4,9;1028
04.01.2020;16:00;747;5,4;1028
04.01.2020;17:00;752;5,4;1028
04.01.2020;18:00;753;5,0;1029
04.01.2020;19:00;750;4,9;1030
04.01.2020;20:00;750;5,0;1030
04.01.2020;21:00;752;5,1;1030
04.01.2020;22:00;754;5,2;1031
04.01.2020;23:00;756;5,4;1032
04.01.2020;24:00;760;5,4;1032
05.01.2020;01:00;762;4,5;1033
05.01.2020;02:00;769;3,6;1034
05.01.2020;03:00;790;3,0;1034
05.01.2020;04:00;791;3,0;1034
05.01.2020;05:00;796;3,0;1035
05.01.2020;06:00;811;3,0;1035
05.01.2020;07:00;818;2,8;1035
05.01.2020;08:00;831;3,2;1036
05.01.2020;09:00;812;3,4;1036
05.01.2020;10:00;818;3,5;1036
05.01.2020;11:00;794;4,0;1036
05.01.2020;12:00;778;4,4;1036
05.01.2020;13:00;778;4,8;1036
05.01.2020;14:00;778;4,9;1036
05.01.2020;15:00;786;5,2;1035
05.01.2020;16:00;798;5,2;1036
05.01.2020;17:00;799;4,8;1036
05.01.2020;18:00;810;4,6;1036
05.01.2020;19:00;820;4,3;1035
05.01.2020;20:00;835;4,2;1035
05.01.2020;21:00;839;4,0;1035
05.01.2020;22:00;782;4,7;1034
05.01.2020;23:00;769;5,0;1034
05.01.2020;24:00;770;4,8;1034
06.01.2020;01:00;766;4,8;1034
06.01.2020;02:00;770;4,7;1033
06.01.2020;03:00;791;3,6;1033
06.01.2020;04:00;792;3,3;1032
06.01.2020;05:00;801;3,0;1032
06.01.2020;06:00;840;2,8;1031
06.01.2020;07:00;819;2,8;1031
06.01.2020;08:00;839;2,6;1031
06.01.2020;09:00;851;2,7;1031
06.01.2020;10:00;829;3,1;1031
06.01.2020;11:00;806;2,8;1030
06.01.2020;12:00;780;2,7;1030
06.01.2020;13:00;771;3,2;1028
06.01.2020;14:00;782;2,0;1028
06.01.2020;15:00;797;1,2;1027
06.01.2020;16:00;812;1,5;1027
06.01.2020;17:00;811;1,3;1026
06.01.2020;18:00;793;0,7;1026
06.01.2020;19:00;791;0,7;1026
06.01.2020;20:00;800;0,7;1026
06.01.2020;21:00;812;0,3;1025
06.01.2020;22:00;811;-;1025
06.01.2020;23:00;817;-0,6;1024
06.01.2020;24:00;793;-1,0;1024
07.01.2020;01:00;785;-0,7;1024
07.01.2020;02:00;788;-0,4;1025
07.01.2020;03:00;785;0,2;1025
07.01.2020;04:00;782;0,4;1025
07.01.2020;05:00;781;0,7;1025
07.01.2020;06:00;796;0,6;1025
07.01.2020;07:00;806;0,8;1026
07.01.2020;08:00;819;1,0;1026
07.01.2020;09:00;817;1,4;1028
07.01.2020;10:00;823;1,5;1028
07.01.2020;11:00;812;2,0;1029
07.01.2020;12:00;804;3,2;1030
07.01.2020;13:00;804;3,6;1029
07.01.2020;14:00;798;4,5;1030
07.01.2020;15:00;795;5,4;1030
07.01.2020;16:00;795;5,4;1030
07.01.2020;17:00;802;5,2;1030
07.01.2020;18:00;809;5,0;1030
07.01.2020;19:00;792;4,8;1030
07.01.2020;20:00;786;3,8;1030
07.01.2020;21:00;768;3,6;1029
07.01.2020;22:00;795;3,2;1029
07.01.2020;23:00;792;3,2;1029
07.01.2020;24:00;786;3,2;1029
08.01.2020;01:00;779;3,6;1029
08.01.2020;02:00;777;3,9;1028
08.01.2020;03:00;781;3,4;1028
08.01.2020;04:00;779;3,4;1027
08.01.2020;05:00;777;3,4;1027
08.01.2020;06:00;780;3,3;1026
08.01.2020;07:00;789;3,2;1027
08.01.2020;08:00;787;3,4;1027
08.01.2020;09:00;785;3,6;1027
08.01.2020;10:00;791;3,5;1027
08.01.2020;11:00;789;3,8;1027
08.01.2020;12:00;790;4,0;1027
08.01.2020;13:00;784;4,3;1027
08.01.2020;14:00;786;4,6;1026
08.01.2020;15:00;788;4,9;1026
08.01.2020;16:00;780;5,2;1026
08.01.2020;17:00;780;5,2;1026
08.01.2020;18:00;784;5,4;1026
08.01.2020;19:00;787;5,6;1027
08.01.2020;20:00;790;5,7;1027
08.01.2020;21:00;788;5,8;1026
08.01.2020;22:00;785;6,1;1026
08.01.2020;23:00;792;6,0;1026
08.01.2020;24:00;795;6,0;1026
09.01.2020;01:00;792;6,2;1025
09.01.2020;02:00;792;6,4;1025
09.01.2020;03:00;793;6,6;1024
09.01.2020;04:00;787;6,8;1024
09.01.2020;05:00;783;7,0;1022
09.01.2020;06:00;783;7,2;1022
09.01.2020;07:00;785;7,4;1021
09.01.2020;08:00;783;7,4;1020
09.01.2020;09:00;779;7,8;1020
09.01.2020;10:00;774;8,0;1020
09.01.2020;11:00;769;8,4;1019
09.01.2020;12:00;769;9,0;1018
09.01.2020;13:00;760;9,4;1018
09.01.2020;14:00;760;9,6;1016
09.01.2020;15:00;757;9,7;1016
09.01.2020;16:00;757;9,8;1016
09.01.2020;17:00;757;9,8;1016
09.01.2020;18:00;750;9,6;1015
09.01.2020;19:00;745;9,5;1015
09.01.2020;20:00;743;9,2;1015
09.01.2020;21:00;739;9,0;1014
09.01.2020;22:00;739;8,9;1014
09.01.2020;23:00;740;8,8;1014
09.01.2020;24:00;743;8,5;1014
10.01.2020;01:00;737;8,9;1014
10.01.2020;02:00;738;8,8;1014
10.01.2020;03:00;741;8,6;1014
10.01.2020;04:00;741;8,4;1015
10.01.2020;05:00;737;8,5;1015
10.01.2020;06:00;737;8,2;1016
10.01.2020;07:00;739;8,2;1016
10.01.2020;08:00;743;7,8;1016
10.01.2020;09:00;745;7,4;1017
10.01.2020;10:00;742;8,2;1017
10.01.2020;11:00;739;8,8;1018
10.01.2020;12:00;733;9,9;1018
10.01.2020;13:00;732;10,0;1018
10.01.2020;14:00;732;10,0;1018
10.01.2020;15:00;736;8,6;1020
10.01.2020;16:00;740;8,2;1020
10.01.2020;17:00;745;7,6;1022
10.01.2020;18:00;751;7,1;1024
10.01.2020;19:00;750;6,8;1024
10.01.2020;20:00;752;6,2;1026
10.01.2020;21:00;756;5,6;1027
10.01.2020;22:00;759;5,1;1028
10.01.2020;23:00;751;5,2;1030
10.01.2020;24:00;752;4,2;1030
11.01.2020;01:00;763;2,8;1031
11.01.2020;02:00;762;3,2;1032
11.01.2020;03:00;758;3,4;1032
11.01.2020;04:00;754;3,9;1032
11.01.2020;05:00;757;3,5;1033
11.01.2020;06:00;768;2,4;1033
11.01.2020;07:00;791;0,6;1034
11.01.2020;08:00;803;0,8;1034
11.01.2020;09:00;816;0,8;1034
11.01.2020;10:00;808;1,0;1034
11.01.2020;11:00;791;3,4;1035
11.01.2020;12:00;761;5,3;1034
11.01.2020;13:00;748;6,2;1034
11.01.2020;14:00;744;6,1;1033
11.01.2020;15:00;748;5,8;1032
11.01.2020;16:00;749;5,5;1032
11.01.2020;17:00;754;4,8;1032
11.01.2020;18:00;759;4,4;1032
11.01.2020;19:00;760;4,1;1032
11.01.2020;20:00;763;3,0;1032
11.01.2020;21:00;762;1,8;1032
11.01.2020;22:00;771;1,4;1031
11.01.2020;23:00;789;1,0;1030
11.01.2020;24:00;798;0,9;1030
12.01.2020;01:00;794;1,2;1030
12.01.2020;02:00;804;0,6;1029
12.01.2020;03:00;810;0,1;1029
12.01.2020;04:00;804;-0,0;1028
12.01.2020;05:00;801;-0,0;1028
12.01.2020;06:00;802;-0,2;1027
12.01.2020;07:00;799;0,2;1027
12.01.2020;08:00;797;0,4;1027
12.01.2020;09:00;803;0,4;1026
12.01.2020;10:00;800;0,6;1026
12.01.2020;11:00;786;1,2;1026
12.01.2020;12:00;772;2,2;1026
12.01.2020;13:00;761;3,2;1026
12.01.2020;14:00;750;4,4;1025
12.01.2020;15:00;752;4,2;1024
12.01.2020;16:00;744;4,6;1024
12.01.2020;17:00;745;4,7;1024
12.01.2020;18:00;748;4,0;1024
12.01.2020;19:00;750;4,5;1025
12.01.2020;20:00;755;4,2;1025
12.01.2020;21:00;761;4,2;1025
12.01.2020;22:00;758;4,2;1025
12.01.2020;23:00;760;4,2;1025
12.01.2020;24:00;761;4,2;1025
13.01.2020;01:00;759;4,5;1025
13.01.2020;02:00;757;3,8;1025
13.01.2020;03:00;758;4,0;1025
13.01.2020;04:00;755;4,4;1025
13.01.2020;05:00;755;4,6;1024
13.01.2020;06:00;757;4,4;1024
13.01.2020;07:00;758;4,0;1024
13.01.2020;08:00;761;3,8;1023
13.01.2020;09:00;771;3,6;1023
13.01.2020;10:00;764;4,2;1023
13.01.2020;11:00;757;5,1;1023
13.01.2020;12:00;759;5,4;1022
13.01.2020;13:00;766;5,5;1022
13.01.2020;14:00;777;5,5;1020
13.01.2020;15:00;778;5,6;1020
13.01.2020;16:00;776;5,6;1019
13.01.2020;17:00;768;5,4;1019
13.01.2020;18:00;774;4,8;1018
13.01.2020;19:00;778;4,8;1018
13.01.2020;20:00;778;5,1;1018
13.01.2020;21:00;782;5,2;1017
13.01.2020;22:00;782;5,0;1016
13.01.2020;23:00;773;5,3;1016
13.01.2020;24:00;773;4,8;1016
14.01.2020;01:00;770;4,9;1014
14.01.2020;02:00;770;5,4;1014
14.01.2020;03:00;769;5,8;1013
14.01.2020;04:00;753;6,8;1013
14.01.2020;05:00;769;6,1;1012
14.01.2020;06:00;770;5,8;1012
14.01.2020;07:00;766;6,0;1012
14.01.2020;08:00;763;6,2;1012
14.01.2020;09:00;773;5,8;1012
14.01.2020;10:00;771;6,0;1012
14.01.2020;11:00;783;6,8;1013
14.01.2020;12:00;767;7,4;1013
14.01.2020;13:00;748;8,0;1013
14.01.2020;14:00;750;8,2;1013
14.01.2020;15:00;749;8,4;1013
14.01.2020;16:00;743;9,2;1013
14.01.2020;17:00;747;8,8;1013
14.01.2020;18:00;754;8,4;1014
14.01.2020;19:00;756;8,1;1014
14.01.2020;20:00;749;8,6;1014
14.01.2020;21:00;749;9,0;1014
14.01.2020;22:00;746;8,8;1014
14.01.2020;23:00;747;8,6;1014
14.01.2020;24:00;746;8,9;1015
15.01.2020;01:00;747;8,8;1015
15.01.2020;02:00;740;9,6;1015
15.01.2020;03:00;743;9,8;1015
15.01.2020;04:00;751;8,7;1015
15.01.2020;05:00;750;8,4;1015
15.01.2020;06:00;749;8,1;1015
15.01.2020;07:00;746;8,2;1016
15.01.2020;08:00;754;8,4;1016
15.01.2020;09:00;759;7,8;1017
15.01.2020;10:00;761;8,2;1017
15.01.2020;11:00;764;8,7;1017
15.01.2020;12:00;762;9,2;1017
15.01.2020;13:00;744;11,9;1016
15.01.2020;14:00;738;12,4;1016
15.01.2020;15:00;737;12,5;1016
15.01.2020;16:00;742;11,7;1017
15.01.2020;17:00;743;10,8;1017
15.01.2020;18:00;746;10,8;1018
15.01.2020;19:00;746;11,2;1018
15.01.2020;20:00;745;11,0;1019
15.01.2020;21:00;744;11,2;1020
15.01.2020;22:00;742;11,5;1021
15.01.2020;23:00;748;10,8;1022
15.01.2020;24:00;737;11,2;1022
16.01.2020;01:00;741;10,4;1024
16.01.2020;02:00;757;9,3;1024
16.01.2020;03:00;773;8,4;1025
16.01.2020;04:00;782;7,8;1026
16.01.2020;05:00;806;7,4;1026
16.01.2020;06:00;829;7,2;1027
16.01.2020;07:00;840;7,1;1027
16.01.2020;08:00;857;6,8;1028
16.01.2020;09:00;846;6,0;1028
16.01.2020;10:00;852;6,7;1029
16.01.2020;11:00;788;8,5;1029
16.01.2020;12:00;792;9,2;1029
16.01.2020;13:00;767;11,2;1028
16.01.2020;14:00;755;11,6;1027
16.01.2020;15:00;764;11,8;1027
16.01.2020;16:00;772;11,2;1027
16.01.2020;17:00;768;9,8;1026
16.01.2020;18:00;791;6,7;1026
16.01.2020;19:00;827;5,0;1026
16.01.2020;20:00;854;3,8;1026
16.01.2020;21:00;869;3,1;1026
16.01.2020;22:00;883;2,4;1026
16.01.2020;23:00;756;7,2;1025
16.01.2020;24:00;760;7,5;1024
17.01.2020;01:00;754;6,8;1024
17.01.2020;02:00;769;5,0;1023
17.01.2020;03:00;811;2,2;1023
17.01.2020;04:00;776;4,1;1022
17.01.2020;05:00;771;4,8;1022
17.01.2020;06:00;771;4,6;1022
17.01.2020;07:00;783;3,6;1021
17.01.2020;08:00;794;2,2;1021
17.01.2020;09:00;777;3,9;1020
17.01.2020;10:00;782;4,4;1020
17.01.2020;11:00;790;5,4;1020
17.01.2020;12:00;791;5,9;1019
17.01.2020;13:00;803;6,2;1018
17.01.2020;14:00;804;7,1;1018
17.01.2020;15:00;803;6,8;1018
17.01.2020;16:00;798;6,8;1017
17.01.2020;17:00;790;7,0;1017
17.01.2020;18:00;779;7,0;1018
17.01.2020;19:00;761;7,4;1018
17.01.2020;20:00;774;7,0;1018
17.01.2020;21:00;767;7,1;1019
17.01.2020;22:00;748;6,6;1020
17.01.2020;23:00;746;6,4;1020
17.01.2020;24:00;743;6,3;1022
18.01.2020;01:00;741;5,6;1022
18.01.2020;02:00;747;5,4;1022
18.01.2020;03:00;748;4,8;1023
18.01.2020;04:00;745;4,4;1023
18.01.2020;05:00;746;4,4;1024
18.01.2020;06:00;747;4,2;1024
18.01.2020;07:00;747;3,9;1025
18.01.2020;08:00;751;2,7;1025
18.01.2020;09:00;762;1,9;1026
18.01.2020;10:00;753;3,2;1026
18.01.2020;11:00;745;5,0;1026
18.01.2020;12:00;744;5,4;1026
18.01.2020;13:00;741;5,3;1026
18.01.2020;14:00;741;5,4;1026
18.01.2020;15:00;745;5,7;1026
18.01.2020;16:00;744;5,6;1026
18.01.2020;17:00;744;5,1;1026
18.01.2020;18:00;750;3,4;1027
18.01.2020;19:00;766;2,1;1027
18.01.2020;20:00;780;0,4;1028
18.01.2020;21:00;796;0,6;1028
18.01.2020;22:00;786;0,9;1028
18.01.2020;23:00;797;-;1029
18.01.2020;24:00;806;-0,4;1029
19.01.2020;01:00;819;-0,5;1029
19.01.2020;02:00;800;-0,4;1030
19.01.2020;03:00;810;-0,4;1030
19.01.2020;04:00;829;-1,1;1031
19.01.2020;05:00;828;-0,6;1031
19.01.2020;06:00;828;-0,8;1032
19.01.2020;07:00;818;-1,0;1032
19.01.2020;08:00;817;-0,8;1033
19.01.2020;09:00;808;-0,6;1034
19.01.2020;10:00;829;-0,4;1035
19.01.2020;11:00;802;1,2;1036
19.01.2020;12:00;772;3,0;1036
19.01.2020;13:00;759;4,6;1037
19.01.2020;14:00;755;5,0;1037
19.01.2020;15:00;753;5,0;1038
19.01.2020;16:00;755;4,6;1038
19.01.2020;17:00;764;3,9;1040
19.01.2020;18:00;774;3,7;1040
19.01.2020;19:00;774;3,6;1041
19.01.2020;20:00;782;3,2;1042
19.01.2020;21:00;793;2,8;1043
19.01.2020;22:00;812;2,7;1043
19.01.2020;23:00;800;2,8;1044
19.01.2020;24:00;797;2,3;1044
20.01.2020;01:00;810;1,7;1045
20.01.2020;02:00;793;2,2;1045
20.01.2020;03:00;807;1,6;1045
20.01.2020;04:00;804;1,2;1045
20.01.2020;05:00;811;1,2;1045
20.01.2020;06:00;816;1,4;1046
20.01.2020;07:00;819;1,6;1046
20.01.2020;08:00;826;1,6;1046
20.01.2020;09:00;834;1,7;1047
20.01.2020;10:00;831;2,2;1048
20.01.2020;11:00;777;4,0;1048
20.01.2020;12:00;756;5,0;1048
20.01.2020;13:00;750;5,2;1048
20.01.2020;14:00;752;4,9;1047
20.01.2020;15:00;755;4,6;1047
20.01.2020;16:00;760;4,2;1047
20.01.2020;17:00;758;3,4;1046
20.01.2020;18:00;775;1,6;1046
20.01.2020;19:00;794;-0,4;1046
20.01.2020;20:00;824;-1,6;1046
20.01.2020;21:00;821;-2,4;1046
20.01.2020;22:00;847;-2,8;1046
20.01.2020;23:00;830;-3,5;1046
20.01.2020;24:00;859;-3,7;1046
21.01.2020;01:00;884;-4,2;1046
21.01.2020;02:00;895;-4,1;1045
21.01.2020;03:00;904;-4,6;1045
21.01.2020;04:00;900;-4,8;1044
21.01.2020;05:00;893;-5,2;1044
21.01.2020;06:00;905;-5,4;1044
21.01.2020;07:00;912;-5,8;1044
21.01.2020;08:00;926;-5,9;1043
21.01.2020;09:00;889;-6,2;1044
21.01.2020;10:00;916;-4,5;1044
21.01.2020;11:00;898;-2,5;1043
21.01.2020;12:00;880;-0,4;1043
21.01.2020;13:00;848;2,6;1042
21.01.2020;14:00;787;4,8;1042
21.01.2020;15:00;778;5,1;1041
21.01.2020;16:00;785;5,4;1040
21.01.2020;17:00;788;3,4;1040
21.01.2020;18:00;805;-0,6;1040
21.01.2020;19:00;819;-2,1;1040
21.01.2020;20:00;840;-2,9;1040
21.01.2020;21:00;877;-3,4;1039
21.01.2020;22:00;894;-4,2;1039
21.01.2020;23:00;906;-4,2;1039
21.01.2020;24:00;937;-4,6;1038
22.01.2020;01:00;931;-5,2;1038
22.01.2020;02:00;913;-5,4;1038
22.01.2020;03:00;928;-5,9;1037
22.01.2020;04:00;936;-6,2;1037
22.01.2020;05:00;942;-6,1;1036
22.01.2020;06:00;918;-5,3;1036
22.01.2020;07:00;886;-5,1;1036
22.01.2020;08:00;879;-5,4;1036
22.01.2020;09:00;878;-5,4;1036
22.01.2020;10:00;867;-5,0;1036
22.01.2020;11:00;870;-3,9;1037
22.01.2020;12:00;849;-3,2;1037
22.01.2020;13:00;833;-2,9;1036
22.01.2020;14:00;842;-2,4;1036
22.01.2020;15:00;845;-1,4;1036
22.01.2020;16:00;840;-1,4;1036
22.01.2020;17:00;837;-1,4;1036
22.01.2020;18:00;836;-1,2;1036
22.01.2020;19:00;837;-1,2;1036
22.01.2020;20:00;839;-1,0;1036
22.01.2020;21:00;844;-1,0;1036
22.01.2020;22:00;847;-0,8;1037
22.01.2020;23:00;860;-0,6;1037
22.01.2020;24:00;877;-0,4;1037
23.01.2020;01:00;874;-0,4;1037
23.01.2020;02:00;888;-0,4;1036
23.01.2020;03:00;893;-0,2;1036
23.01.2020;04:00;898;-0,2;1036
23.01.2020;05:00;878;-0,3;1035
23.01.2020;06:00;871;-0,3;1035
23.01.2020;07:00;864;-0,0;1035
23.01.2020;08:00;879;-0,2;1034
23.01.2020;09:00;887;-;1034
23.01.2020;10:00;849;0,4;1034
23.01.2020;11:00;834;1,0;1034
23.01.2020;12:00;776;1,6;1034
23.01.2020;13:00;762;1,8;1032
23.01.2020;14:00;756;2,2;1032
23.01.2020;15:00;754;2,9;1031
23.01.2020;16:00;758;3,8;1030
23.01.2020;17:00;761;2,0;1030
23.01.2020;18:00;765;0,1;1029
23.01.2020;19:00;781;-1,2;1029
23.01.2020;20:00;793;-2,3;1028
23.01.2020;21:00;800;-2,7;1028
23.01.2020;22:00;824;-3,1;1028
23.01.2020;23:00;829;-2,3;1028
23.01.2020;24:00;782;-0,6;1028
24.01.2020;01:00;772;-0,4;1028
24.01.2020;02:00;774;-0,1;1027
24.01.2020;03:00;774;-;1027
24.01.2020;04:00;771;-0,0;1026
24.01.2020;05:00;771;-0,2;1026
24.01.2020;06:00;777;-0,4;1026
24.01.2020;07:00;769;-0,8;1025
24.01.2020;08:00;776;-1,0;1025
24.01.2020;09:00;789;-0,9;1025
24.01.2020;10:00;786;-0,5;1026
24.01.2020;11:00;784;-0,4;1025
24.01.2020;12:00;794;-0,3;1026
24.01.2020;13:00;812;-0,2;1025
24.01.2020;14:00;812;-0,1;1024
24.01.2020;15:00;817;-0,2;1024
24.01.2020;16:00;805;-0,1;1024
24.01.2020;17:00;812;-0,2;1024
24.01.2020;18:00;806;-0,2;1024
24.01.2020;19:00;803;-0,3;1024
24.01.2020;20:00;792;-0,4;1024
24.01.2020;21:00;798;-0,4;1024
24.01.2020;22:00;793;-0,5;1024
24.01.2020;23:00;806;-0,5;1024
24.01.2020;24:00;806;-0,6;1024
25.01.2020;01:00;805;-0,8;1023
25.01.2020;02:00;796;-1,1;1023
25.01.2020;03:00;795;-1,4;1023
25.01.2020;04:00;790;-1,4;1023
25.01.2020;05:00;785;-1,6;1023
25.01.2020;06:00;794;-1,8;1023
25.01.2020;07:00;783;-1,6;1023
25.01.2020;08:00;783;-1,6;1023
25.01.2020;09:00;791;-1,7;1023
25.01.2020;10:00;803;-1,6;1024
25.01.2020;11:00;799;-1,0;1024
25.01.2020;12:00;800;-0,7;1024
25.01.2020;13:00;790;-0,2;1024
25.01.2020;14:00;790;0,2;1023
25.01.2020;15:00;798;0,2;1022
25.01.2020;16:00;811;0,2;1022
25.01.2020;17:00;805;0,2;1022
25.01.2020;18:00;801;-;1022
25.01.2020;19:00;807;0,1;1022
25.01.2020;20:00;802;0,2;1022
25.01.2020;21:00;810;0,2;1022
25.01.2020;22:00;802;-0,0;1022
25.01.2020;23:00;807;-0,1;1022
25.01.2020;24:00;806;-0,2;1022
26.01.2020;01:00;798;-0,4;1022
26.01.2020;02:00;797;-0,3;1021
26.01.2020;03:00;808;-0,2;1021
26.01.2020;04:00;810;-0,2;1021
26.01.2020;05:00;809;-0,1;1021
26.01.2020;06:00;820;-;1020
26.01.2020;07:00;811;-;1020
26.01.2020;08:00;816;0,2;1020
26.01.2020;09:00;813;0,2;1020
26.01.2020;10:00;811;0,4;1020
26.01.2020;11:00;805;0,5;1020
26.01.2020;12:00;801;0,6;1020
26.01.2020;13:00;806;0,8;1020
26.01.2020;14:00;818;1,2;1019
26.01.2020;15:00;835;1,6;1019
26.01.2020;16:00;839;1,6;1018
26.01.2020;17:00;849;1,6;1018
26.01.2020;18:00;853;1,6;1018
26.01.2020;19:00;854;1,6;1018
26.01.2020;20:00;860;1,7;1018
26.01.2020;21:00;869;1,8;1018
26.01.2020;22:00;859;1,8;1018
26.01.2020;23:00;847;2,0;1018
26.01.2020;24:00;859;2,0;1017
27.01.2020;01:00;868;2,0;1017
27.01.2020;02:00;873;2,0;1017
27.01.2020;03:00;876;2,0;1016
27.01.2020;04:00;866;2,2;1016
27.01.2020;05:00;866;2,5;1015
27.01.2020;06:00;852;2,8;1015
27.01.2020;07:00;860;2,7;1014
27.01.2020;08:00;858;2,8;1014
27.01.2020;09:00;840;3,4;1014
27.01.2020;10:00;825;4,2;1013
27.01.2020;11:00;-;-;-
27.01.2020;12:00;-;-;-
27.01.2020;13:00;813;5,3;1011
27.01.2020;14:00;793;5,9;1010
27.01.2020;15:00;770;6,4;1009
27.01.2020;16:00;756;6,4;1009
27.01.2020;17:00;758;6,2;1008
